name,address,latitude,longitude
천안두정점,충청남도 천안시 서북구 두정로 181(두정동),36.8340250511762,127.137277937127
천안병천점,충청남도 천안시 동남구 병천면 아우내순대길 16-9,36.7593126022093,127.298467510877
천안불당점,충청남도 천안시 서북구 불당34길 8 (불당동),36.8056393266062,127.106178627684
천안성거점,충청남도 천안시 서북구 성거읍 성거길 16,36.8676581088365,127.196746620605
천안성환점,충청남도 천안시 서북구 성환읍 성환1로 190,36.9116299548468,127.128651987365
천안신당점,충청남도 천안시 서북구 천안대로 1331 (신당동),36.8598662301324,127.151297815789
천안쌍용점,충청남도 천안시 서북구 차돌들길 7-13 (쌍용동),36.7964836899403,127.128530425563
천안안서점,충청남도 천안시 동남구 각원사길 46(안서동),36.8306421954649,127.177031650667
천안입장점,충청남도 천안시 서북구 입장면 석재길 11,36.9106356292722,127.222137051269
천안직산점,충청남도 천안시 서북구 직산읍 봉주로 25,36.8771468437794,127.149366660571
천안차암점,"충청남도 천안시 서북구 3공단6로 58-8 (차암동) 101호,201호",36.8409673950653,127.104030281386
천안풍세점,충청남도 천안시 동남구 풍세면 풍세산단4로 12-10,36.7255146153572,127.103977001688
충남보령점,충청남도 보령시 큰오랏1길 8 (동대동),36.3485266870525,126.6050352381
태안평천점,충청남도 태안군 태안읍 서해로 1931,36.7521998183334,126.319480943073
내포신도시점,충청남도 홍성군 홍북읍 청사로150번길 20,36.6570394514602,126.680754106325
논산오거리점,충청남도 논산시 중앙로 414 (취암동),36.2010960445334,127.08834110955
이마트보령점,충청남도 보령시 해안로 25 (궁촌동),36.3440112264787,126.588650652853
이마트서산점,충청남도 서산시 서해로 3685 (잠홍동),36.7883763640477,126.47878039666
충남홍성본점,충청남도 홍성군 홍성읍 내포로 8,36.6009201996557,126.666180704438
태안터미널점,충청남도 태안군 태안읍 동백로 309,36.7482066941345,126.304090956392
홍성터미널점,충청남도 홍성군 홍성읍 조양로247번길 9,36.6010389971776,126.67631788575
계룡대실지구점,충청남도 계룡시 두마면 대실남북1길 31,36.2658221156634,127.260618203811
